run_type,input_file,input_size,CLI_Flags,hashing_method,mod_value,bucket_size,strategy,c1,c2,collisions,primary_collisions,secondary_collisions,comparisons,insertions,load_factor,execution_time_sec,memory_usage_bytes,input_type
manual_div127_quadratic_c15_075_b3,input_near_capacity.txt,119,--hashing division --mod 127 --bucket 3 --strategy quadratic --c1 1.5 --c2 0.75,division,127.0,3,quadratic,1.5,0.75,344.0,103.0,241.0,462.0,118.0,0.983333,0.002528,0,edge_case
manual_div127_quadratic_c15_025_b3,input_near_capacity.txt,119,--hashing division --mod 127 --bucket 3 --strategy quadratic --c1 1.5 --c2 0.25,division,127.0,3,quadratic,1.5,0.25,335.0,103.0,232.0,454.0,119.0,0.991667,0.0008929,0,edge_case
manual_div41_linear_b1,input_near_capacity.txt,119,--hashing division --mod 41 --bucket 1 --strategy linear,division,41.0,1,linear,,,4615.0,78.0,4537.0,4734.0,119.0,0.991667,0.002122,0,edge_case
manual_div41_quadratic_c05_05_b1,input_near_capacity.txt,119,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.5,division,41.0,1,quadratic,0.5,0.5,934.0,78.0,856.0,1053.0,119.0,0.991667,0.001046,0,edge_case
manual_div41_quadratic_c05_075_b1,input_near_capacity.txt,119,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.75,division,41.0,1,quadratic,0.5,0.75,701.0,78.0,623.0,820.0,119.0,0.991667,0.0009846,0,edge_case
manual_div41_quadratic_c05_025_b1,input_near_capacity.txt,119,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.25,division,41.0,1,quadratic,0.5,0.25,1205.0,78.0,1127.0,1323.0,118.0,0.983333,0.001473,0,edge_case
manual_div41_quadratic_c10_05_b1,input_near_capacity.txt,119,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 1.0 --c2 0.5,division,41.0,1,quadratic,1.0,0.5,877.0,78.0,799.0,995.0,118.0,0.983333,0.001254,0,edge_case
manual_div41_quadratic_c10_075_b1,input_near_capacity.txt,119,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 1.0 --c2 0.75,division,41.0,1,quadratic,1.0,0.75,683.0,78.0,605.0,802.0,119.0,0.991667,0.001299,0,edge_case
manual_div41_quadratic_c10_025_b1,input_near_capacity.txt,119,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 1.0 --c2 0.25,division,41.0,1,quadratic,1.0,0.25,1131.0,78.0,1053.0,1249.0,118.0,0.983333,0.001536,0,edge_case
manual_div41_quadratic_c15_05_b1,input_near_capacity.txt,119,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 1.5 --c2 0.5,division,41.0,1,quadratic,1.5,0.5,839.0,78.0,761.0,958.0,119.0,0.991667,0.001118,0,edge_case
manual_div41_quadratic_c15_075_b1,input_near_capacity.txt,119,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 1.5 --c2 0.75,division,41.0,1,quadratic,1.5,0.75,657.0,78.0,579.0,776.0,119.0,0.991667,0.0008289,0,edge_case
manual_div41_quadratic_c15_025_b1,input_near_capacity.txt,119,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 1.5 --c2 0.25,division,41.0,1,quadratic,1.5,0.25,1071.0,78.0,993.0,1189.0,118.0,0.983333,0.001927,0,edge_case
manual_div41_linear_b3,input_near_capacity.txt,119,--hashing division --mod 41 --bucket 3 --strategy linear,division,41.0,3,linear,,,4615.0,78.0,4537.0,4734.0,119.0,0.991667,0.001384,0,edge_case
manual_div41_quadratic_c05_05_b3,input_near_capacity.txt,119,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 0.5 --c2 0.5,division,41.0,3,quadratic,0.5,0.5,934.0,78.0,856.0,1053.0,119.0,0.991667,0.00188,0,edge_case
manual_div41_quadratic_c05_075_b3,input_near_capacity.txt,119,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 0.5 --c2 0.75,division,41.0,3,quadratic,0.5,0.75,701.0,78.0,623.0,820.0,119.0,0.991667,0.0006446,0,edge_case
manual_div41_quadratic_c05_025_b3,input_near_capacity.txt,119,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 0.5 --c2 0.25,division,41.0,3,quadratic,0.5,0.25,1205.0,78.0,1127.0,1323.0,118.0,0.983333,0.001271,0,edge_case
manual_div41_quadratic_c10_05_b3,input_near_capacity.txt,119,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 1.0 --c2 0.5,division,41.0,3,quadratic,1.0,0.5,877.0,78.0,799.0,995.0,118.0,0.983333,0.002957,0,edge_case
manual_div41_quadratic_c10_075_b3,input_near_capacity.txt,119,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 1.0 --c2 0.75,division,41.0,3,quadratic,1.0,0.75,683.0,78.0,605.0,802.0,119.0,0.991667,0.001109,0,edge_case
manual_div41_quadratic_c10_025_b3,input_near_capacity.txt,119,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 1.0 --c2 0.25,division,41.0,3,quadratic,1.0,0.25,1131.0,78.0,1053.0,1249.0,118.0,0.983333,0.00157,0,edge_case
manual_div41_quadratic_c15_05_b3,input_near_capacity.txt,119,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 1.5 --c2 0.5,division,41.0,3,quadratic,1.5,0.5,839.0,78.0,761.0,958.0,119.0,0.991667,0.000837,0,edge_case
manual_div41_quadratic_c15_075_b3,input_near_capacity.txt,119,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 1.5 --c2 0.75,division,41.0,3,quadratic,1.5,0.75,657.0,78.0,579.0,776.0,119.0,0.991667,0.002016,0,edge_case
manual_div41_quadratic_c15_025_b3,input_near_capacity.txt,119,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 1.5 --c2 0.25,division,41.0,3,quadratic,1.5,0.25,1071.0,78.0,993.0,1189.0,118.0,0.983333,0.002585,0,edge_case
manual_custom_linear_b1,input_near_capacity.txt,119,--hashing custom --bucket 1 --strategy linear,custom,,1,linear,,,936.0,104.0,832.0,1055.0,119.0,0.991667,0.001628,0,edge_case
manual_custom_chaining_b1,input_near_capacity.txt,119,--hashing custom --bucket 1 --strategy chaining,custom,,1,chaining,,,104.0,,,570.0,119.0,0.991667,0.0004968,0,edge_case
manual_custom_quadratic_c05_05_b1,input_near_capacity.txt,119,--hashing custom --bucket 1 --strategy quadratic --c1 0.5 --c2 0.5,custom,,1,quadratic,0.5,0.5,1334.0,107.0,1227.0,1453.0,119.0,0.991667,0.001583,0,edge_case
manual_custom_quadratic_c05_10_b1,input_near_capacity.txt,119,--hashing custom --bucket 1 --strategy quadratic --c1 0.5 --c2 1.0,custom,,1,quadratic,0.5,1.0,1333.0,109.0,1224.0,1452.0,119.0,0.991667,0.001079,0,edge_case
manual_custom_quadratic_c05_025_b1,input_near_capacity.txt,119,--hashing custom --bucket 1 --strategy quadratic --c1 0.5 --c2 0.25,custom,,1,quadratic,0.5,0.25,1237.0,105.0,1132.0,1356.0,119.0,0.991667,0.001059,0,edge_case
manual_custom_quadratic_c10_05_b1,input_near_capacity.txt,119,--hashing custom --bucket 1 --strategy quadratic --c1 1.0 --c2 0.5,custom,,1,quadratic,1.0,0.5,1217.0,106.0,1111.0,1333.0,116.0,0.966667,0.002067,0,edge_case
manual_custom_quadratic_c10_10_b1,input_near_capacity.txt,119,--hashing custom --bucket 1 --strategy quadratic --c1 1.0 --c2 1.0,custom,,1,quadratic,1.0,1.0,1270.0,106.0,1164.0,1386.0,116.0,0.966667,0.002111,0,edge_case
manual_custom_quadratic_c10_025_b1,input_near_capacity.txt,119,--hashing custom --bucket 1 --strategy quadratic --c1 1.0 --c2 0.25,custom,,1,quadratic,1.0,0.25,1171.0,105.0,1066.0,1288.0,117.0,0.975,0.002151,0,edge_case
manual_custom_quadratic_c15_05_b1,input_near_capacity.txt,119,--hashing custom --bucket 1 --strategy quadratic --c1 1.5 --c2 0.5,custom,,1,quadratic,1.5,0.5,1234.0,107.0,1127.0,1353.0,119.0,0.991667,0.001063,0,edge_case
manual_custom_quadratic_c15_10_b1,input_near_capacity.txt,119,--hashing custom --bucket 1 --strategy quadratic --c1 1.5 --c2 1.0,custom,,1,quadratic,1.5,1.0,1034.0,106.0,928.0,1153.0,119.0,0.991667,0.001117,0,edge_case
manual_custom_quadratic_c15_025_b1,input_near_capacity.txt,119,--hashing custom --bucket 1 --strategy quadratic --c1 1.5 --c2 0.25,custom,,1,quadratic,1.5,0.25,1293.0,106.0,1187.0,1411.0,118.0,0.983333,0.002087,0,edge_case
manual_custom_linear_b3,input_near_capacity.txt,119,--hashing custom --bucket 3 --strategy linear,custom,,3,linear,,,936.0,104.0,832.0,1055.0,119.0,0.991667,0.00111,0,edge_case
manual_custom_chaining_b3,input_near_capacity.txt,119,--hashing custom --bucket 3 --strategy chaining,custom,,3,chaining,,,104.0,,,570.0,119.0,0.991667,0.0007186,0,edge_case
manual_custom_quadratic_c05_05_b3,input_near_capacity.txt,119,--hashing custom --bucket 3 --strategy quadratic --c1 0.5 --c2 0.5,custom,,3,quadratic,0.5,0.5,1334.0,107.0,1227.0,1453.0,119.0,0.991667,0.001334,0,edge_case
manual_custom_quadratic_c05_10_b3,input_near_capacity.txt,119,--hashing custom --bucket 3 --strategy quadratic --c1 0.5 --c2 1.0,custom,,3,quadratic,0.5,1.0,1333.0,109.0,1224.0,1452.0,119.0,0.991667,0.001217,0,edge_case
manual_custom_quadratic_c05_025_b3,input_near_capacity.txt,119,--hashing custom --bucket 3 --strategy quadratic --c1 0.5 --c2 0.25,custom,,3,quadratic,0.5,0.25,1237.0,105.0,1132.0,1356.0,119.0,0.991667,0.002285,0,edge_case
manual_custom_quadratic_c10_05_b3,input_near_capacity.txt,119,--hashing custom --bucket 3 --strategy quadratic --c1 1.0 --c2 0.5,custom,,3,quadratic,1.0,0.5,1217.0,106.0,1111.0,1333.0,116.0,0.966667,0.002234,0,edge_case
manual_custom_quadratic_c10_10_b3,input_near_capacity.txt,119,--hashing custom --bucket 3 --strategy quadratic --c1 1.0 --c2 1.0,custom,,3,quadratic,1.0,1.0,1270.0,106.0,1164.0,1386.0,116.0,0.966667,0.001748,0,edge_case
manual_custom_quadratic_c10_025_b3,input_near_capacity.txt,119,--hashing custom --bucket 3 --strategy quadratic --c1 1.0 --c2 0.25,custom,,3,quadratic,1.0,0.25,1171.0,105.0,1066.0,1288.0,117.0,0.975,0.002071,0,edge_case
manual_custom_quadratic_c15_05_b3,input_near_capacity.txt,119,--hashing custom --bucket 3 --strategy quadratic --c1 1.5 --c2 0.5,custom,,3,quadratic,1.5,0.5,1234.0,107.0,1127.0,1353.0,119.0,0.991667,0.001028,0,edge_case
manual_custom_quadratic_c15_10_b3,input_near_capacity.txt,119,--hashing custom --bucket 3 --strategy quadratic --c1 1.5 --c2 1.0,custom,,3,quadratic,1.5,1.0,1034.0,106.0,928.0,1153.0,119.0,0.991667,0.001163,0,edge_case
manual_custom_quadratic_c15_025_b3,input_near_capacity.txt,119,--hashing custom --bucket 3 --strategy quadratic --c1 1.5 --c2 0.25,custom,,3,quadratic,1.5,0.25,1293.0,106.0,1187.0,1411.0,118.0,0.983333,0.001803,0,edge_case
scheme_1,input_non_integer.txt,6,--hashing division --mod 120 --bucket 1 --strategy linear,division,120.0,1,linear,,,,,,2.0,2.0,0.016667,0.0002534,0,invalid
scheme_2,input_non_integer.txt,6,--hashing division --mod 120 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.5,division,120.0,1,quadratic,0.5,0.5,,,,2.0,2.0,0.016667,0.0002001,0,invalid
scheme_3,input_non_integer.txt,6,--hashing division --mod 120 --bucket 1 --strategy chaining,division,120.0,1,chaining,,,,,,,,,0.0002845,0,invalid
scheme_4,input_non_integer.txt,6,--hashing division --mod 127 --bucket 1 --strategy linear,division,127.0,1,linear,,,,,,2.0,2.0,0.016667,0.0006297,0,invalid
scheme_5,input_non_integer.txt,6,--hashing division --mod 127 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.5,division,127.0,1,quadratic,0.5,0.5,,,,2.0,2.0,0.016667,0.0002074,0,invalid
scheme_6,input_non_integer.txt,6,--hashing division --mod 127 --bucket 1 --strategy chaining,division,127.0,1,chaining,,,,,,,,,0.0003276,0,invalid
scheme_7,input_non_integer.txt,6,--hashing division --mod 113 --bucket 1 --strategy linear,division,113.0,1,linear,,,,,,2.0,2.0,0.016667,0.0002048,0,invalid
scheme_8,input_non_integer.txt,6,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.5,division,113.0,1,quadratic,0.5,0.5,,,,2.0,2.0,0.016667,0.0003225,0,invalid
scheme_9,input_non_integer.txt,6,--hashing division --mod 113 --bucket 1 --strategy chaining,division,113.0,1,chaining,,,,,,,,,0.0003719,0,invalid
scheme_10,input_non_integer.txt,6,--hashing division --mod 41 --bucket 3 --strategy linear,division,41.0,3,linear,,,,,,2.0,2.0,0.016667,0.0005406,0,invalid
scheme_11,input_non_integer.txt,6,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 0.5 --c2 0.5,division,41.0,3,quadratic,0.5,0.5,,,,2.0,2.0,0.016667,0.0003637,0,invalid
scheme_12,input_non_integer.txt,6,--hashing custom --bucket 1 --strategy linear,custom,,1,linear,,,,,,2.0,2.0,0.016667,0.000307,0,invalid
scheme_13,input_non_integer.txt,6,--hashing custom --bucket 1 --strategy quadratic --c1 0.5 --c2 0.5,custom,,1,quadratic,0.5,0.5,,,,2.0,2.0,0.016667,0.0004095,0,invalid
scheme_14,input_non_integer.txt,6,--hashing custom --bucket 1 --strategy chaining,custom,,1,chaining,,,,,,,,,0.0004212,0,invalid
manual_div113_linear_b1,input_non_integer.txt,6,--hashing division --mod 113 --bucket 1 --strategy linear,division,113.0,1,linear,,,,,,2.0,2.0,0.016667,0.0002696,0,invalid
manual_div113_quadratic_c05_05_b1,input_non_integer.txt,6,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.5,division,113.0,1,quadratic,0.5,0.5,,,,2.0,2.0,0.016667,0.0007682,0,invalid
manual_div113_quadratic_c05_075_b1,input_non_integer.txt,6,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.75,division,113.0,1,quadratic,0.5,0.75,,,,2.0,2.0,0.016667,0.0004495,0,invalid
manual_div113_quadratic_c05_025_b1,input_non_integer.txt,6,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.25,division,113.0,1,quadratic,0.5,0.25,,,,2.0,2.0,0.016667,0.0006516,0,invalid
manual_div113_quadratic_c10_05_b1,input_non_integer.txt,6,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 1.0 --c2 0.5,division,113.0,1,quadratic,1.0,0.5,,,,2.0,2.0,0.016667,0.0003611,0,invalid
manual_div113_quadratic_c10_075_b1,input_non_integer.txt,6,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 1.0 --c2 0.75,division,113.0,1,quadratic,1.0,0.75,,,,2.0,2.0,0.016667,0.0002025,0,invalid
manual_div113_quadratic_c10_025_b1,input_non_integer.txt,6,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 1.0 --c2 0.25,division,113.0,1,quadratic,1.0,0.25,,,,2.0,2.0,0.016667,0.0004074,0,invalid
manual_div113_quadratic_c15_05_b1,input_non_integer.txt,6,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 1.5 --c2 0.5,division,113.0,1,quadratic,1.5,0.5,,,,2.0,2.0,0.016667,0.0003916,0,invalid
manual_div113_quadratic_c15_075_b1,input_non_integer.txt,6,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 1.5 --c2 0.75,division,113.0,1,quadratic,1.5,0.75,,,,2.0,2.0,0.016667,0.0002181,0,invalid
manual_div113_quadratic_c15_025_b1,input_non_integer.txt,6,--hashing division --mod 113 --bucket 1 --strategy quadratic --c1 1.5 --c2 0.25,division,113.0,1,quadratic,1.5,0.25,,,,2.0,2.0,0.016667,0.0002023,0,invalid
manual_div113_linear_b3,input_non_integer.txt,6,--hashing division --mod 113 --bucket 3 --strategy linear,division,113.0,3,linear,,,,,,2.0,2.0,0.016667,0.0003745,0,invalid
manual_div113_quadratic_c05_05_b3,input_non_integer.txt,6,--hashing division --mod 113 --bucket 3 --strategy quadratic --c1 0.5 --c2 0.5,division,113.0,3,quadratic,0.5,0.5,,,,2.0,2.0,0.016667,0.0007355,0,invalid
manual_div113_quadratic_c05_075_b3,input_non_integer.txt,6,--hashing division --mod 113 --bucket 3 --strategy quadratic --c1 0.5 --c2 0.75,division,113.0,3,quadratic,0.5,0.75,,,,2.0,2.0,0.016667,0.0003489,0,invalid
manual_div113_quadratic_c05_025_b3,input_non_integer.txt,6,--hashing division --mod 113 --bucket 3 --strategy quadratic --c1 0.5 --c2 0.25,division,113.0,3,quadratic,0.5,0.25,,,,2.0,2.0,0.016667,0.0004358,0,invalid
manual_div113_quadratic_c10_05_b3,input_non_integer.txt,6,--hashing division --mod 113 --bucket 3 --strategy quadratic --c1 1.0 --c2 0.5,division,113.0,3,quadratic,1.0,0.5,,,,2.0,2.0,0.016667,0.0005819,0,invalid
manual_div113_quadratic_c10_075_b3,input_non_integer.txt,6,--hashing division --mod 113 --bucket 3 --strategy quadratic --c1 1.0 --c2 0.75,division,113.0,3,quadratic,1.0,0.75,,,,2.0,2.0,0.016667,0.0002548,0,invalid
manual_div113_quadratic_c10_025_b3,input_non_integer.txt,6,--hashing division --mod 113 --bucket 3 --strategy quadratic --c1 1.0 --c2 0.25,division,113.0,3,quadratic,1.0,0.25,,,,2.0,2.0,0.016667,0.0002121,0,invalid
manual_div113_quadratic_c15_05_b3,input_non_integer.txt,6,--hashing division --mod 113 --bucket 3 --strategy quadratic --c1 1.5 --c2 0.5,division,113.0,3,quadratic,1.5,0.5,,,,2.0,2.0,0.016667,0.0003359,0,invalid
manual_div113_quadratic_c15_075_b3,input_non_integer.txt,6,--hashing division --mod 113 --bucket 3 --strategy quadratic --c1 1.5 --c2 0.75,division,113.0,3,quadratic,1.5,0.75,,,,2.0,2.0,0.016667,0.0003122,0,invalid
manual_div113_quadratic_c15_025_b3,input_non_integer.txt,6,--hashing division --mod 113 --bucket 3 --strategy quadratic --c1 1.5 --c2 0.25,division,113.0,3,quadratic,1.5,0.25,,,,2.0,2.0,0.016667,0.000372,0,invalid
manual_div127_linear_b1,input_non_integer.txt,6,--hashing division --mod 127 --bucket 1 --strategy linear,division,127.0,1,linear,,,,,,2.0,2.0,0.016667,0.0003325,0,invalid
manual_div127_quadratic_c05_05_b1,input_non_integer.txt,6,--hashing division --mod 127 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.5,division,127.0,1,quadratic,0.5,0.5,,,,2.0,2.0,0.016667,0.0002197,0,invalid
manual_div127_quadratic_c05_075_b1,input_non_integer.txt,6,--hashing division --mod 127 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.75,division,127.0,1,quadratic,0.5,0.75,,,,2.0,2.0,0.016667,0.0002582,0,invalid
manual_div127_quadratic_c05_025_b1,input_non_integer.txt,6,--hashing division --mod 127 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.25,division,127.0,1,quadratic,0.5,0.25,,,,2.0,2.0,0.016667,0.0005213,0,invalid
manual_div127_quadratic_c10_05_b1,input_non_integer.txt,6,--hashing division --mod 127 --bucket 1 --strategy quadratic --c1 1.0 --c2 0.5,division,127.0,1,quadratic,1.0,0.5,,,,2.0,2.0,0.016667,0.0003815,0,invalid
manual_div127_quadratic_c10_075_b1,input_non_integer.txt,6,--hashing division --mod 127 --bucket 1 --strategy quadratic --c1 1.0 --c2 0.75,division,127.0,1,quadratic,1.0,0.75,,,,2.0,2.0,0.016667,0.0002379,0,invalid
manual_div127_quadratic_c10_025_b1,input_non_integer.txt,6,--hashing division --mod 127 --bucket 1 --strategy quadratic --c1 1.0 --c2 0.25,division,127.0,1,quadratic,1.0,0.25,,,,2.0,2.0,0.016667,0.0002173,0,invalid
manual_div127_quadratic_c15_05_b1,input_non_integer.txt,6,--hashing division --mod 127 --bucket 1 --strategy quadratic --c1 1.5 --c2 0.5,division,127.0,1,quadratic,1.5,0.5,,,,2.0,2.0,0.016667,0.0002841,0,invalid
manual_div127_quadratic_c15_075_b1,input_non_integer.txt,6,--hashing division --mod 127 --bucket 1 --strategy quadratic --c1 1.5 --c2 0.75,division,127.0,1,quadratic,1.5,0.75,,,,2.0,2.0,0.016667,0.0003546,0,invalid
manual_div127_quadratic_c15_025_b1,input_non_integer.txt,6,--hashing division --mod 127 --bucket 1 --strategy quadratic --c1 1.5 --c2 0.25,division,127.0,1,quadratic,1.5,0.25,,,,2.0,2.0,0.016667,0.0006581,0,invalid
manual_div127_linear_b3,input_non_integer.txt,6,--hashing division --mod 127 --bucket 3 --strategy linear,division,127.0,3,linear,,,,,,2.0,2.0,0.016667,0.0003015,0,invalid
manual_div127_quadratic_c05_05_b3,input_non_integer.txt,6,--hashing division --mod 127 --bucket 3 --strategy quadratic --c1 0.5 --c2 0.5,division,127.0,3,quadratic,0.5,0.5,,,,2.0,2.0,0.016667,0.0002272,0,invalid
manual_div127_quadratic_c05_075_b3,input_non_integer.txt,6,--hashing division --mod 127 --bucket 3 --strategy quadratic --c1 0.5 --c2 0.75,division,127.0,3,quadratic,0.5,0.75,,,,2.0,2.0,0.016667,0.0002907,0,invalid
manual_div127_quadratic_c05_025_b3,input_non_integer.txt,6,--hashing division --mod 127 --bucket 3 --strategy quadratic --c1 0.5 --c2 0.25,division,127.0,3,quadratic,0.5,0.25,,,,2.0,2.0,0.016667,0.0003627,0,invalid
manual_div127_quadratic_c10_05_b3,input_non_integer.txt,6,--hashing division --mod 127 --bucket 3 --strategy quadratic --c1 1.0 --c2 0.5,division,127.0,3,quadratic,1.0,0.5,,,,2.0,2.0,0.016667,0.0007938,0,invalid
manual_div127_quadratic_c10_075_b3,input_non_integer.txt,6,--hashing division --mod 127 --bucket 3 --strategy quadratic --c1 1.0 --c2 0.75,division,127.0,3,quadratic,1.0,0.75,,,,2.0,2.0,0.016667,0.0003218,0,invalid
manual_div127_quadratic_c10_025_b3,input_non_integer.txt,6,--hashing division --mod 127 --bucket 3 --strategy quadratic --c1 1.0 --c2 0.25,division,127.0,3,quadratic,1.0,0.25,,,,2.0,2.0,0.016667,0.0002139,0,invalid
manual_div127_quadratic_c15_05_b3,input_non_integer.txt,6,--hashing division --mod 127 --bucket 3 --strategy quadratic --c1 1.5 --c2 0.5,division,127.0,3,quadratic,1.5,0.5,,,,2.0,2.0,0.016667,0.0001979,0,invalid
manual_div127_quadratic_c15_075_b3,input_non_integer.txt,6,--hashing division --mod 127 --bucket 3 --strategy quadratic --c1 1.5 --c2 0.75,division,127.0,3,quadratic,1.5,0.75,,,,2.0,2.0,0.016667,0.000207,0,invalid
manual_div127_quadratic_c15_025_b3,input_non_integer.txt,6,--hashing division --mod 127 --bucket 3 --strategy quadratic --c1 1.5 --c2 0.25,division,127.0,3,quadratic,1.5,0.25,,,,2.0,2.0,0.016667,0.0002404,0,invalid
manual_div41_linear_b1,input_non_integer.txt,6,--hashing division --mod 41 --bucket 1 --strategy linear,division,41.0,1,linear,,,,,,2.0,2.0,0.016667,0.0003355,0,invalid
manual_div41_quadratic_c05_05_b1,input_non_integer.txt,6,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.5,division,41.0,1,quadratic,0.5,0.5,,,,2.0,2.0,0.016667,0.0003455,0,invalid
manual_div41_quadratic_c05_075_b1,input_non_integer.txt,6,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.75,division,41.0,1,quadratic,0.5,0.75,,,,2.0,2.0,0.016667,0.0002816,0,invalid
manual_div41_quadratic_c05_025_b1,input_non_integer.txt,6,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 0.5 --c2 0.25,division,41.0,1,quadratic,0.5,0.25,,,,2.0,2.0,0.016667,0.0002593,0,invalid
manual_div41_quadratic_c10_05_b1,input_non_integer.txt,6,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 1.0 --c2 0.5,division,41.0,1,quadratic,1.0,0.5,,,,2.0,2.0,0.016667,0.0004847,0,invalid
manual_div41_quadratic_c10_075_b1,input_non_integer.txt,6,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 1.0 --c2 0.75,division,41.0,1,quadratic,1.0,0.75,,,,2.0,2.0,0.016667,0.0003088,0,invalid
manual_div41_quadratic_c10_025_b1,input_non_integer.txt,6,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 1.0 --c2 0.25,division,41.0,1,quadratic,1.0,0.25,,,,2.0,2.0,0.016667,0.0008249,0,invalid
manual_div41_quadratic_c15_05_b1,input_non_integer.txt,6,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 1.5 --c2 0.5,division,41.0,1,quadratic,1.5,0.5,,,,2.0,2.0,0.016667,0.0002322,0,invalid
manual_div41_quadratic_c15_075_b1,input_non_integer.txt,6,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 1.5 --c2 0.75,division,41.0,1,quadratic,1.5,0.75,,,,2.0,2.0,0.016667,0.0003328,0,invalid
manual_div41_quadratic_c15_025_b1,input_non_integer.txt,6,--hashing division --mod 41 --bucket 1 --strategy quadratic --c1 1.5 --c2 0.25,division,41.0,1,quadratic,1.5,0.25,,,,2.0,2.0,0.016667,0.0002533,0,invalid
manual_div41_linear_b3,input_non_integer.txt,6,--hashing division --mod 41 --bucket 3 --strategy linear,division,41.0,3,linear,,,,,,2.0,2.0,0.016667,0.0001919,0,invalid
manual_div41_quadratic_c05_05_b3,input_non_integer.txt,6,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 0.5 --c2 0.5,division,41.0,3,quadratic,0.5,0.5,,,,2.0,2.0,0.016667,0.0002246,0,invalid
manual_div41_quadratic_c05_075_b3,input_non_integer.txt,6,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 0.5 --c2 0.75,division,41.0,3,quadratic,0.5,0.75,,,,2.0,2.0,0.016667,0.0004078,0,invalid
manual_div41_quadratic_c05_025_b3,input_non_integer.txt,6,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 0.5 --c2 0.25,division,41.0,3,quadratic,0.5,0.25,,,,2.0,2.0,0.016667,0.0004903,0,invalid
manual_div41_quadratic_c10_05_b3,input_non_integer.txt,6,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 1.0 --c2 0.5,division,41.0,3,quadratic,1.0,0.5,,,,2.0,2.0,0.016667,0.0003671,0,invalid
manual_div41_quadratic_c10_075_b3,input_non_integer.txt,6,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 1.0 --c2 0.75,division,41.0,3,quadratic,1.0,0.75,,,,2.0,2.0,0.016667,0.0002138,0,invalid
manual_div41_quadratic_c10_025_b3,input_non_integer.txt,6,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 1.0 --c2 0.25,division,41.0,3,quadratic,1.0,0.25,,,,2.0,2.0,0.016667,0.0002976,0,invalid
manual_div41_quadratic_c15_05_b3,input_non_integer.txt,6,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 1.5 --c2 0.5,division,41.0,3,quadratic,1.5,0.5,,,,2.0,2.0,0.016667,0.0002016,0,invalid
manual_div41_quadratic_c15_075_b3,input_non_integer.txt,6,--hashing division --mod 41 --bucket 3 --strategy quadratic --c1 1.5 --c2 0.75,division,41.0,3,quadratic,1.5,0.75,,,,2.0,2.0,0.016667,0.0004154,0,invalid
